timestamp,message,customDimensions,severityLevel,operation_Id,operation_ParentId,cloud_RoleName
2025-03-01T10:00:00.000Z,마몽드 플래시토닝 데이지 리퀴드 마스크는 어떤 피부 타입에 좋아?,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""1001000000000001"", ""session_id"": ""sess-001""}",1,1001000000000001,,sk-chat-app
2025-03-01T10:00:00.000Z,productAgent.search_products,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""1001000000000001"", ""session_id"": ""sess-001""}",1,1001000000000001,,sk-chat-app
2025-03-01T10:00:00.000Z,"마몽드 플래시토닝 데이지 리퀴드 마스크: 10% PHA 함유, 중성~복합성 피부, 가격 30,000원","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""1001000000000001"", ""session_id"": ""sess-001""}",1,1001000000000001,,sk-chat-app
2025-03-01T10:00:00.000Z,"마몽드 플래시토닝 데이지 리퀴드 마스크는 중성~복합성 피부 타입에 적합합니다. 10% PHA 성분이 모공을 정돈하고 피부결을 개선하는 데 효과적입니다. 가격은 30,000원이며 리뷰 평점은 4.8/5.0입니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""1001000000000001"", ""session_id"": ""sess-001""}",1,1001000000000001,,sk-chat-app
2025-03-01T10:00:00.000Z,마몽드 플래시토닝 마스크 성분이 궁금해요,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""1001000000000002"", ""session_id"": ""sess-002""}",1,1001000000000002,,sk-chat-app
2025-03-01T10:00:00.000Z,productAgent.search_products,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""1001000000000002"", ""session_id"": ""sess-002""}",1,1001000000000002,,sk-chat-app
2025-03-01T10:00:00.000Z,"주요 성분: 데이지꽃 추출물, PHA(폴리하이드록시산) 10%, 나이아신아마이드, 알로에베라","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""1001000000000002"", ""session_id"": ""sess-002""}",1,1001000000000002,,sk-chat-app
2025-03-01T10:00:00.000Z,"마몽드 플래시토닝 데이지 리퀴드 마스크의 주요 성분은 데이지꽃 추출물, PHA 10%, 나이아신아마이드, 알로에베라입니다. PHA는 AHA보다 분자가 커서 자극이 적고 각질 제거와 모공 정돈에 효과적입니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""1001000000000002"", ""session_id"": ""sess-002""}",1,1001000000000002,,sk-chat-app
2025-03-01T10:00:00.000Z,마몽드 마스크 사용방법 알려줘,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""1001000000000003"", ""session_id"": ""sess-003""}",1,1001000000000003,,sk-chat-app
2025-03-01T10:00:00.000Z,productAgent.search_products,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""1001000000000003"", ""session_id"": ""sess-003""}",1,1001000000000003,,sk-chat-app
2025-03-01T10:00:00.000Z,"사용방법: 세안 후 화장솜에 적당량 덜어 얼굴에 도포, 15-20분 후 세안 또는 워시오프","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""1001000000000003"", ""session_id"": ""sess-003""}",1,1001000000000003,,sk-chat-app
2025-03-01T10:00:00.000Z,마몽드 플래시토닝 데이지 리퀴드 마스크 사용방법: 세안 후 화장솜에 적당량 덜어 얼굴에 도포한 후 15-20분 후 미온수로 깨끗이 세안합니다. 주 2-3회 사용을 권장합니다.,"{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""1001000000000003"", ""session_id"": ""sess-003""}",1,1001000000000003,,sk-chat-app
2025-03-01T10:00:00.000Z,플래시토닝 마스크 가격이 얼마야?,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""1001000000000004"", ""session_id"": ""sess-004""}",1,1001000000000004,,sk-chat-app
2025-03-01T10:00:00.000Z,productAgent.search_products,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""1001000000000004"", ""session_id"": ""sess-004""}",1,1001000000000004,,sk-chat-app
2025-03-01T10:00:00.000Z,"가격: 30,000원 (100ml), 쿠팡/올리브영/아모레몰 구매 가능","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""1001000000000004"", ""session_id"": ""sess-004""}",1,1001000000000004,,sk-chat-app
2025-03-01T10:00:00.000Z,"마몽드 플래시토닝 데이지 리퀴드 마스크의 가격은 30,000원(100ml)입니다. 아모레몰, 올리브영, 쿠팡 등에서 구매하실 수 있습니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""1001000000000004"", ""session_id"": ""sess-004""}",1,1001000000000004,,sk-chat-app
2025-03-01T10:00:00.000Z,마몽드 플래시토닝 마스크 리뷰 어때요?,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""1001000000000005"", ""session_id"": ""sess-005""}",1,1001000000000005,,sk-chat-app
2025-03-01T10:00:00.000Z,productAgent.search_products,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""1001000000000005"", ""session_id"": ""sess-005""}",1,1001000000000005,,sk-chat-app
2025-03-01T10:00:00.000Z,"리뷰: 4.8/5.0 (411건), 주요 호평: 모공 개선, 피부결 정돈, 순한 자극","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""1001000000000005"", ""session_id"": ""sess-005""}",1,1001000000000005,,sk-chat-app
2025-03-01T10:00:00.000Z,"마몽드 플래시토닝 데이지 리퀴드 마스크는 411건의 리뷰에서 평균 4.8/5.0을 받았습니다. 주요 호평으로는 모공 개선, 피부결 정돈, 순한 자극이 있으며 중성~복합성 피부 사용자들의 만족도가 높습니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""1001000000000005"", ""session_id"": ""sess-005""}",1,1001000000000005,,sk-chat-app
2025-03-01T10:00:00.000Z,마몽드 플래시토닝 사용 후 주의사항 있어?,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""1001000000000006"", ""session_id"": ""sess-006""}",1,1001000000000006,,sk-chat-app
2025-03-01T10:00:00.000Z,productAgent.search_products,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""1001000000000006"", ""session_id"": ""sess-006""}",1,1001000000000006,,sk-chat-app
2025-03-01T10:00:00.000Z,"주의사항: 처음 사용 시 패치 테스트 권장, 자외선 차단제 함께 사용 권장, 하루 1회 이하 사용","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""1001000000000006"", ""session_id"": ""sess-006""}",1,1001000000000006,,sk-chat-app
2025-03-01T10:00:00.000Z,마몽드 플래시토닝 마스크 사용 시 처음에는 패치 테스트를 권장합니다. PHA 성분이 포함되어 있어 사용 후에는 자외선 차단제를 꼭 사용해 주세요. 하루 1회 이하로 사용하고 과민성 피부는 사용 전 전문가와 상담하세요.,"{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""1001000000000006"", ""session_id"": ""sess-006""}",1,1001000000000006,,sk-chat-app
2025-03-01T10:00:00.000Z,마몽드 데이지 마스크 용량이 어떻게 돼?,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""1001000000000007"", ""session_id"": ""sess-007""}",1,1001000000000007,,sk-chat-app
2025-03-01T10:00:00.000Z,productAgent.search_products,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""1001000000000007"", ""session_id"": ""sess-007""}",1,1001000000000007,,sk-chat-app
2025-03-01T10:00:00.000Z,"용량: 100ml, 1회 사용량: 약 2-3ml, 예상 사용 횟수: 약 30-50회","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""1001000000000007"", ""session_id"": ""sess-007""}",1,1001000000000007,,sk-chat-app
2025-03-01T10:00:00.000Z,"마몽드 플래시토닝 데이지 리퀴드 마스크는 100ml 용량으로, 1회 사용량은 약 2-3ml입니다. 이는 약 30-50회 정도 사용할 수 있는 양입니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""1001000000000007"", ""session_id"": ""sess-007""}",1,1001000000000007,,sk-chat-app
2025-03-01T10:00:00.000Z,플래시토닝 마스크가 모공에 효과 있어?,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""1001000000000008"", ""session_id"": ""sess-008""}",1,1001000000000008,,sk-chat-app
2025-03-01T10:00:00.000Z,productAgent.search_products,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""1001000000000008"", ""session_id"": ""sess-008""}",1,1001000000000008,,sk-chat-app
2025-03-01T10:00:00.000Z,"효능: 모공 정돈 및 축소 효과, 피부결 개선, 각질 제거, 피부 투명도 향상","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""1001000000000008"", ""session_id"": ""sess-008""}",1,1001000000000008,,sk-chat-app
2025-03-01T10:00:00.000Z,"네, 마몽드 플래시토닝 데이지 리퀴드 마스크는 모공 정돈에 효과적입니다. PHA 10% 성분이 각질을 부드럽게 제거하고 모공을 정돈하며, 데이지꽃 추출물이 피부 투명도를 높여줍니다. 복합성 피부의 모공 케어에 특히 추천합니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""1001000000000008"", ""session_id"": ""sess-008""}",1,1001000000000008,,sk-chat-app
2025-03-01T10:00:00.000Z,지성 피부에 좋은 모공 케어 제품 추천해줘,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""2001000000000001"", ""session_id"": ""sess-101""}",1,2001000000000001,,sk-chat-app
2025-03-01T10:00:00.000Z,recommendAgent.search_recsys,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""2001000000000001"", ""session_id"": ""sess-101""}",1,2001000000000001,,sk-chat-app
2025-03-01T10:00:00.000Z,"추천 제품: 이니스프리 수퍼 화산송이 모공 마스크, 코스알엑스 AHA BHA 토너, 라네즈 워터 슬리핑 마스크","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""2001000000000001"", ""session_id"": ""sess-101""}",1,2001000000000001,,sk-chat-app
2025-03-01T10:00:00.000Z,"지성 피부 모공 케어를 위해 1) 이니스프리 수퍼 화산송이 모공 마스크(15,000원), 2) 코스알엑스 AHA/BHA 토너(22,000원), 3) 라네즈 워터 슬리핑 마스크(35,000원)를 추천합니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""2001000000000001"", ""session_id"": ""sess-101""}",1,2001000000000001,,sk-chat-app
2025-03-01T10:00:00.000Z,건성 피부에 맞는 수분 크림 추천해줘,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""2001000000000002"", ""session_id"": ""sess-102""}",1,2001000000000002,,sk-chat-app
2025-03-01T10:00:00.000Z,recommendAgent.search_recsys,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""2001000000000002"", ""session_id"": ""sess-102""}",1,2001000000000002,,sk-chat-app
2025-03-01T10:00:00.000Z,"추천 제품: 이니스프리 수퍼 화산송이 모공 마스크, 코스알엑스 펩타이드 아이패치, 라네즈 워터 슬리핑 마스크","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""2001000000000002"", ""session_id"": ""sess-102""}",1,2001000000000002,,sk-chat-app
2025-03-01T10:00:00.000Z,"건성 피부 수분 보충을 위해 1) 라네즈 워터 슬리핑 마스크(35,000원), 2) 코스알엑스 펩타이드 콜라겐 아이패치(22,000원), 3) 이니스프리 수퍼 화산송이 모공 마스크(15,000원)를 추천합니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""2001000000000002"", ""session_id"": ""sess-102""}",1,2001000000000002,,sk-chat-app
2025-03-01T10:00:00.000Z,20대 여성을 위한 스킨케어 루틴 제품 추천해주세요,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""2001000000000003"", ""session_id"": ""sess-103""}",1,2001000000000003,,sk-chat-app
2025-03-01T10:00:00.000Z,recommendAgent.search_recsys,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""2001000000000003"", ""session_id"": ""sess-103""}",1,2001000000000003,,sk-chat-app
2025-03-01T10:00:00.000Z,"추천 제품: 이니스프리 수퍼 화산송이 모공 마스크, 코스알엑스 펩타이드 아이패치, 라네즈 워터 슬리핑 마스크","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""2001000000000003"", ""session_id"": ""sess-103""}",1,2001000000000003,,sk-chat-app
2025-03-01T10:00:00.000Z,"20대 여성 스킨케어 루틴을 위해 1) 라네즈 워터 슬리핑 마스크(35,000원) - 밤 수면팩, 2) 이니스프리 수퍼 화산송이 모공 마스크(15,000원) - 주 2회 모공 관리, 3) 코스알엑스 펩타이드 아이패치(22,000원) - 눈가 탄력 관리를 추천합니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""2001000000000003"", ""session_id"": ""sess-103""}",1,2001000000000003,,sk-chat-app
2025-03-01T10:00:00.000Z,미백 효과 있는 제품 추천해줄 수 있어?,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""2001000000000004"", ""session_id"": ""sess-104""}",1,2001000000000004,,sk-chat-app
2025-03-01T10:00:00.000Z,recommendAgent.search_recsys,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""2001000000000004"", ""session_id"": ""sess-104""}",1,2001000000000004,,sk-chat-app
2025-03-01T10:00:00.000Z,"추천 제품: 이니스프리 수퍼 화산송이 모공 마스크, 코스알엑스 AHA BHA 토너, 라네즈 워터 슬리핑 마스크","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""2001000000000004"", ""session_id"": ""sess-104""}",1,2001000000000004,,sk-chat-app
2025-03-01T10:00:00.000Z,"미백 효과를 위해 1) 코스알엑스 AHA/BHA 클래리파잉 트리트먼트 토너(22,000원) - 각질 제거 및 피부 투명도 향상, 2) 라네즈 워터 슬리핑 마스크(35,000원) - 밤새 집중 보습 및 피부톤 개선, 3) 이니스프리 수퍼 화산송이 모공 마스크(15,000원) - 모공 속 노폐물 제거를 추천합니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""2001000000000004"", ""session_id"": ""sess-104""}",1,2001000000000004,,sk-chat-app
2025-03-01T10:00:00.000Z,자연 성분 스킨케어 제품 추천 부탁해,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""2001000000000005"", ""session_id"": ""sess-105""}",1,2001000000000005,,sk-chat-app
2025-03-01T10:00:00.000Z,recommendAgent.search_recsys,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""2001000000000005"", ""session_id"": ""sess-105""}",1,2001000000000005,,sk-chat-app
2025-03-01T10:00:00.000Z,"추천 제품: 이니스프리 수퍼 화산송이 모공 마스크, 코스알엑스 펩타이드 아이패치, 라네즈 워터 슬리핑 마스크","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""2001000000000005"", ""session_id"": ""sess-105""}",1,2001000000000005,,sk-chat-app
2025-03-01T10:00:00.000Z,"자연 성분 스킨케어로 1) 이니스프리 수퍼 화산송이 모공 마스크(15,000원) - 제주 화산송이 천연 성분, 2) 라네즈 워터 슬리핑 마스크(35,000원) - 청수 복합체, 3) 코스알엑스 펩타이드 콜라겐 아이패치(22,000원) - 천연 펩타이드 성분을 추천합니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""2001000000000005"", ""session_id"": ""sess-105""}",1,2001000000000005,,sk-chat-app
2025-03-01T10:00:00.000Z,예민한 피부에 맞는 순한 제품 추천해줘,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""2001000000000006"", ""session_id"": ""sess-106""}",1,2001000000000006,,sk-chat-app
2025-03-01T10:00:00.000Z,recommendAgent.search_recsys,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""2001000000000006"", ""session_id"": ""sess-106""}",1,2001000000000006,,sk-chat-app
2025-03-01T10:00:00.000Z,"추천 제품: 이니스프리 수퍼 화산송이 모공 마스크, 코스알엑스 펩타이드 아이패치, 라네즈 워터 슬리핑 마스크","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""2001000000000006"", ""session_id"": ""sess-106""}",1,2001000000000006,,sk-chat-app
2025-03-01T10:00:00.000Z,"예민한 피부를 위해 1) 라네즈 워터 슬리핑 마스크(35,000원) - 저자극 고보습, 2) 코스알엑스 펩타이드 콜라겐 아이패치(22,000원) - 순한 성분 눈가 케어, 3) 이니스프리 수퍼 화산송이 모공 마스크(15,000원) - 천연 화산송이 흡착력을 추천합니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""2001000000000006"", ""session_id"": ""sess-106""}",1,2001000000000006,,sk-chat-app
2025-03-01T10:00:00.000Z,여름철 피지 조절 제품 추천해줘,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""2001000000000007"", ""session_id"": ""sess-107""}",1,2001000000000007,,sk-chat-app
2025-03-01T10:00:00.000Z,recommendAgent.search_recsys,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""2001000000000007"", ""session_id"": ""sess-107""}",1,2001000000000007,,sk-chat-app
2025-03-01T10:00:00.000Z,"추천 제품: 이니스프리 수퍼 화산송이 모공 마스크, 코스알엑스 AHA BHA 토너, 라네즈 워터 슬리핑 마스크","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""2001000000000007"", ""session_id"": ""sess-107""}",1,2001000000000007,,sk-chat-app
2025-03-01T10:00:00.000Z,"여름철 피지 조절을 위해 1) 이니스프리 수퍼 화산송이 모공 마스크(15,000원) - 피지 흡착 및 모공 축소, 2) 코스알엑스 AHA/BHA 클래리파잉 트리트먼트 토너(22,000원) - 각질 및 피지 제거, 3) 라네즈 워터 슬리핑 마스크(35,000원) - 가벼운 수분 공급을 추천합니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""2001000000000007"", ""session_id"": ""sess-107""}",1,2001000000000007,,sk-chat-app
2025-03-01T10:00:00.000Z,눈가 주름 케어 제품 추천해줄래?,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""2001000000000008"", ""session_id"": ""sess-108""}",1,2001000000000008,,sk-chat-app
2025-03-01T10:00:00.000Z,recommendAgent.search_recsys,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""2001000000000008"", ""session_id"": ""sess-108""}",1,2001000000000008,,sk-chat-app
2025-03-01T10:00:00.000Z,"추천 제품: 이니스프리 수퍼 화산송이 모공 마스크, 코스알엑스 펩타이드 아이패치, 라네즈 워터 슬리핑 마스크","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""2001000000000008"", ""session_id"": ""sess-108""}",1,2001000000000008,,sk-chat-app
2025-03-01T10:00:00.000Z,"눈가 주름 케어를 위해 1) 코스알엑스 펩타이드 콜라겐 아이패치(22,000원) - 집중 눈가 탄력 케어, 2) 라네즈 워터 슬리핑 마스크(35,000원) - 밤새 수분 공급으로 눈가 건조함 개선, 3) 이니스프리 수퍼 화산송이 모공 마스크(15,000원) - 주기적 딥클렌징으로 피부결 정돈을 추천합니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""2001000000000008"", ""session_id"": ""sess-108""}",1,2001000000000008,,sk-chat-app
2025-03-01T10:00:00.000Z,주문한 상품 교환 방법이 어떻게 돼?,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""3001000000000001"", ""session_id"": ""sess-201""}",1,3001000000000001,,sk-chat-app
2025-03-01T10:00:00.000Z,policyAgent.search_policy,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""3001000000000001"", ""session_id"": ""sess-201""}",1,3001000000000001,,sk-chat-app
2025-03-01T10:00:00.000Z,"교환 정책: 수령 후 7일 이내 교환 가능, 미개봉 제품만 해당, 고객센터(1588-1234) 접수 필요","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""3001000000000001"", ""session_id"": ""sess-201""}",1,3001000000000001,,sk-chat-app
2025-03-01T10:00:00.000Z,아모레퍼시픽 교환 정책: 제품 수령 후 7일 이내에 미개봉 상태의 제품을 교환하실 수 있습니다. 고객센터(1588-1234) 또는 홈페이지에서 교환 신청을 해주세요.,"{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""3001000000000001"", ""session_id"": ""sess-201""}",1,3001000000000001,,sk-chat-app
2025-03-01T10:00:00.000Z,환불 정책 알려줘,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""3001000000000002"", ""session_id"": ""sess-202""}",1,3001000000000002,,sk-chat-app
2025-03-01T10:00:00.000Z,policyAgent.search_policy,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""3001000000000002"", ""session_id"": ""sess-202""}",1,3001000000000002,,sk-chat-app
2025-03-01T10:00:00.000Z,"환불 정책: 수령 후 7일 이내 전액 환불, 개봉 제품 불량 시 교환/환불 가능, 배송비 고객 부담","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""3001000000000002"", ""session_id"": ""sess-202""}",1,3001000000000002,,sk-chat-app
2025-03-01T10:00:00.000Z,"환불은 제품 수령 후 7일 이내에 가능합니다. 미개봉 상품의 경우 전액 환불되며, 개봉 후 불량품은 교환 또는 환불 처리됩니다. 단순 변심의 경우 배송비는 고객 부담입니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""3001000000000002"", ""session_id"": ""sess-202""}",1,3001000000000002,,sk-chat-app
2025-03-01T10:00:00.000Z,배송 기간이 얼마나 걸려?,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""3001000000000003"", ""session_id"": ""sess-203""}",1,3001000000000003,,sk-chat-app
2025-03-01T10:00:00.000Z,policyAgent.search_policy,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""3001000000000003"", ""session_id"": ""sess-203""}",1,3001000000000003,,sk-chat-app
2025-03-01T10:00:00.000Z,"배송 정책: 주문 후 1-3 영업일 이내 발송, 제주/도서산간 지역 추가 2-3일 소요, 무료배송 기준 50,000원 이상","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""3001000000000003"", ""session_id"": ""sess-203""}",1,3001000000000003,,sk-chat-app
2025-03-01T10:00:00.000Z,"아모레퍼시픽 배송은 주문 후 1-3 영업일 이내에 발송됩니다. 제주 및 도서산간 지역은 추가로 2-3일이 소요됩니다. 50,000원 이상 구매 시 무료배송 혜택이 제공됩니다.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""3001000000000003"", ""session_id"": ""sess-203""}",1,3001000000000003,,sk-chat-app
2025-03-01T10:00:00.000Z,유통기한이 지난 제품 반품 가능해?,"{""custom_type"": ""USER_QUERY"", ""dd.trace_id"": ""3001000000000004"", ""session_id"": ""sess-204""}",1,3001000000000004,,sk-chat-app
2025-03-01T10:00:00.000Z,policyAgent.search_policy,"{""custom_type"": ""AGENT_NAME"", ""dd.trace_id"": ""3001000000000004"", ""session_id"": ""sess-204""}",1,3001000000000004,,sk-chat-app
2025-03-01T10:00:00.000Z,"유통기한 정책: 판매 시점에서 유통기한 6개월 이상 보장, 유통기한 내 불량 제품 무상 교환/환불","{""custom_type"": ""AGENT_OUTPUT_RAW"", ""dd.trace_id"": ""3001000000000004"", ""session_id"": ""sess-204""}",1,3001000000000004,,sk-chat-app
2025-03-01T10:00:00.000Z,"유통기한과 관련하여, 아모레퍼시픽은 판매 시점에서 6개월 이상의 유통기한이 남은 제품만 판매합니다. 유통기한 내에 불량이 발생한 경우 무상 교환 또는 환불이 가능합니다. 자세한 사항은 고객센터(1588-1234)로 문의해 주세요.","{""custom_type"": ""FINAL_ANSWER_RAW"", ""dd.trace_id"": ""3001000000000004"", ""session_id"": ""sess-204""}",1,3001000000000004,,sk-chat-app
